Quote,Author,Book,Year,Category,Page,Source_Book_ID,Quote_Length,Import_Status,AI_Confidence,Notes
"Tlaltecuhtli, Señor d e l a Tierra, y Tlazolteotl la Madre Tie­ rra, reconciliados por Coatlicue, Vestido de Serpiente, gobiernan nuestra Tierra.",,La Piramide de Fuego,,Unknown,,La Piramide de Fuego,145,,57.75,
"Tonacatecuhtli y Tonacacihuatl, padre y madre de los dioses: la creación del, hombre y la mujer; la dualidad en el universo.",,La Piramide de Fuego,,Unknown,,La Piramide de Fuego,124,,57.0,
"Take for example, the fourth name “Chidagnikunda Sambhuta” which means the Divine mother manifested from the fire-pit of the Supreme Knowledge.",,Lalitopakyana (1),,Unknown,,Lalitopakyana (1),143,,68.25,
"Kindly narrate the story of Para Shakti (The Ultimate Power, the Divine Mother) who is your aspect with attributes ”.",,Lalitopakyana (1),,Unknown,,Lalitopakyana (1),117,,65.25,
"272.At the order of Damdanatha devi she discharged an arrow named ‘Andhanastra’, and the seven commanders were forced to close their eyes.",,Lalitopakyana (1),,Unknown,,Lalitopakyana (1),138,,64.5,
"Take for example, the fourth name “Chidagnikunda Sambhuta” which means the Divine mother manifested from the fire-pit of the Supreme Knowledge.",,Lalitopakyana,,Unknown,,Lalitopakyana,143,,68.25,
"Kindly narrate the story of Para Shakti (The Ultimate Power, the Divine Mother) who is your aspect with attributes ”.",,Lalitopakyana,,Unknown,,Lalitopakyana,117,,65.25,
"272.At the order of Damdanatha devi she discharged an arrow named ‘Andhanastra’, and the seven commanders were forced to close their eyes.",,Lalitopakyana,,Unknown,,Lalitopakyana,138,,64.5,
"Thou, who have forsworn the divine mindlessness, do proclaim the majesty of thine own being amongst the marvels of the universe.",,Laveyan Satanic Rituals,,Unknown,,Laveyan Satanic Rituals,128,,74.0,
"Thou art returned from death to life, and declareth thy friendship with Lucifer, Lord of Light, who is exalted as Satan.",,Laveyan Satanic Rituals,,Unknown,,Laveyan Satanic Rituals,120,,70.0,
"The coffin, the principle device, contains the manifestation of the force that is stronger than death, the lust that produces new life.",,Laveyan Satanic Rituals,,Unknown,,Laveyan Satanic Rituals,135,,69.75,
"In order to facilitate creativity, communication, and spiritual growth for all members, however, said authority is to be used lightly and rarely.",,"Laws, Trivia and Calendars - A Reformed Druid Anthology",,Unknown,,"Laws, Trivia and Calendars - A Reformed Druid Anthology",145,,73.75,
"(2) Nature, being one of the primary concerns in Man’s life and struggle, and being one of the objects of creation, is important to Man’s spiritual quests.",,"Laws, Trivia and Calendars - A Reformed Druid Anthology",,Unknown,,"Laws, Trivia and Calendars - A Reformed Druid Anthology",155,,73.25,
"(2) In communing with Nature, it seeks to promote a spirit of meditation and introspection, aimed ultimately at awareness of religious truth.",,"Laws, Trivia and Calendars - A Reformed Druid Anthology",,Unknown,,"Laws, Trivia and Calendars - A Reformed Druid Anthology",141,,72.75,
"36. Say ""Ain Soph"" (00) and visualize a deeper darkness beyond the first. This is the place of no limitation, that which is beyond all light.",,Learning the Tree of Life Thru Meditation,,Unknown,,Learning the Tree of Life Thru Meditation,141,,64.75,
This is the path whereby the lower rational consciousness of the physical world is elevated to the level of moral rational consciousness.,,Learning the Tree of Life Thru Meditation,,Unknown,,Learning the Tree of Life Thru Meditation,137,,64.25,
"34. Say ""Keter"" (1) and visualize a sphere of flawless white light directly above your head. This is the place of perfect unity.",,Learning the Tree of Life Thru Meditation,,Unknown,,Learning the Tree of Life Thru Meditation,128,,64.0,
"The Gateway to the Soul is much like the one you just did, but more intended for meditational use.",,Learning the tarot Spreads,,Unknown,,Learning the tarot Spreads,98,,56.5,
"I start every spread by shuffling, then using a three pile cut like above and read it as an introduction.",,Learning the tarot Spreads,,Unknown,,Learning the tarot Spreads,105,,56.25,
"I ve included two more spreads for you to learn here, The Gateway to the Soul, and The Celtic Cross.",,Learning the tarot Spreads,,Unknown,,Learning the tarot Spreads,101,,55.25,
"The gross carnality, sensuous nature, is a bar to progress towards the spiritual, finer and finer, subtler and subtler states of consciousness.",,Lectures on Raja yoga,,Unknown,,Lectures on Raja yoga,143,,74.25,
"Because, the Self is the very innermost centre of your being from which the mind constantly draws the consciousness away, out.",,Lectures on Raja yoga,,Unknown,,Lectures on Raja yoga,126,,71.5,
"Therefore, he wants us to avoid violence and cruelty which contradict the nature of God, spiritual Divine nature, love and compassion.",,Lectures on Raja yoga,,Unknown,,Lectures on Raja yoga,134,,71.5,
"An esoteric understanding of concepts such as karma, divine retribution, or Threefold Law, resulting in fluid, rather than strict, codes of morality.",,Left-Hand Path and Right-Hand Path,,Unknown,,Left-Hand Path and Right-Hand Path,149,,64.75,
"The belief that the forces of the universe can be bent to one's personal will by magickal means, and that power gained in such a manner is an aid to enlightenment.",,Left-Hand Path and Right-Hand Path,,Unknown,,Left-Hand Path and Right-Hand Path,163,,63.25,
Criticism The existence of the dichotomy between the Left-Hand Path and the Right-Hand Path is not generally accepted by scholars of religion.,,Left-Hand Path and Right-Hand Path,,Unknown,,Left-Hand Path and Right-Hand Path,142,,60.5,
"64 their gold and silver, nor the command of the thunder, but wisdom and knowledge which constitute the power and happiness of those heavenly beings.",,Legends Of The Gods,,Unknown,,Legends Of The Gods,149,,68.75,
"Xenocrates believed in the existence of a series of strong and powerful beings which take pleasure in scourgings and fastings, &c.",,Legends Of The Gods,,Unknown,,Legends Of The Gods,130,,66.5,
Whosoever shall recite the above words shall perform the ceremonies which are to be performed when this book is being read.,,Legends Of The Gods,,Unknown,,Legends Of The Gods,123,,64.75,
"Xenocrates believed in the existence of a series of strong and powerful beings which take pleasure in scourgings and fastings, &c.",,Legends of the Gods by E.A. Wallis Budge,,Unknown,,Legends of the Gods by E.A. Wallis Budge,130,,66.5,
Whosoever shall recite the above words shall perform the ceremonies which are to be performed when this book is being read.,,Legends of the Gods by E.A. Wallis Budge,,Unknown,,Legends of the Gods by E.A. Wallis Budge,123,,64.75,
"[FN#69] The position of Isis as the ""great enchantress"" is well defined, and several instances of her magical powers are recorded.",,Legends of the Gods by E.A. Wallis Budge,,Unknown,,Legends of the Gods by E.A. Wallis Budge,130,,64.5,
"Xenocrates believed in the existence of a series of strong and powerful beings which take pleasure in scourgings and fastings, &c.",,Legends of the Gods by E.A.Wallis Budge,,Unknown,,Legends_of_the_Gods_by_E.A.Wallis_Budge,130,,66.5,
Whosoever shall recite the above words shall perform the ceremonies which are to be performed when this book is being read.,,Legends of the Gods by E.A.Wallis Budge,,Unknown,,Legends_of_the_Gods_by_E.A.Wallis_Budge,123,,64.75,
"[FN#69] The position of Isis as the ""great enchantress"" is well defined, and several instances of her magical powers are recorded.",,Legends of the Gods by E.A.Wallis Budge,,Unknown,,Legends_of_the_Gods_by_E.A.Wallis_Budge,130,,64.5,
"These two last Orders of Spirits are Good, and to be sought for by Divine seeking, etc., and are called T HEURGIA.",,Lemegeton1 Goetia,,Unknown,,Lemegeton1_Goetia,114,,68.5,
"These two last Orders of Spirits are Good, and called T HEURGIA, and are to be sought after by Divine seeking.",,Lemegeton1 Goetia,,Unknown,,Lemegeton1_Goetia,110,,67.5,
"And they be not ignorant Empiricks 12 2 but learned and experienced Physicians, whose remedies be not only Lawful but Divine.",,Lemegeton1 Goetia,,Unknown,,Lemegeton1_Goetia,125,,65.25,
"Book Goetia before going in the upper room of your house, or in a place that is Airy because these Spirits that are in this part are all Airy.",,Lemegeton2 TheurgiaGoetia,,Unknown,,Lemegeton2_TheurgiaGoetia,142,,60.5,
"who hath many Dukes and other Servants, which Doth Attend on him to doe his will, they are all by nature evil;",,Lemegeton2 TheurgiaGoetia,,Unknown,,Lemegeton2_TheurgiaGoetia,110,,59.5,
"Zebaoth, Escerchie, Oriston, Elian, Adonay primeumaton , & by the name Schersieta Mathia which Joshua called upon the Sun stayed its course;",,Lemegeton2 TheurgiaGoetia,,Unknown,,Lemegeton2_TheurgiaGoetia,140,,59.0,
"Then will he, as being benign & sociable, illuminate your mind, taking away all that is obscure & dark in thy memory & make you knowing in all Sciences sacred & divine in an instant.",,Lemegeton3 ArsPauline,,Unknown,,Lemegeton3_ArsPauline,182,,62.5,
"Calculating a single astrological chart by hand, without even the aid of a pre-calculated ephemeris, could consume many hours.",,Lemegeton3 ArsPauline,,Unknown,,Lemegeton3_ArsPauline,126,,61.5,
"The second hour of any night is called Ponazur & the Angel ruling it is called Taktis, who hath 101550 Spirits to attend him, they being divided into 12 degrees or orders.",,Lemegeton3 ArsPauline,,Unknown,,Lemegeton3_ArsPauline,171,,61.25,
"Among them, these four sections provide a reasonably comprehensive system of access to the powers of the magickal universe;",,Lemegeton4 ArsAlmadel,,Unknown,,Lemegeton4_ArsAlmadel,123,,64.75,
"The powers mentioned for these angels are rather vague, and in the case of three of the Chora, rather pointless as well.",,Lemegeton4 ArsAlmadel,,Unknown,,Lemegeton4_ArsAlmadel,120,,62.0,
"This accords with the medieval idea that spirits who are servants of God want to assist mankind, and will readily come if properly called;",,Lemegeton4 ArsAlmadel,,Unknown,,Lemegeton4_ArsAlmadel,138,,60.5,
"If the accepted order of the pages is used, this blank comes in the middle of the presentation, for no obvious reason.",,Lemegeton5 ArsNova,,Unknown,,Lemegeton5_ArsNova,118,,61.5,
"Thou God of Almighty power, be ever present with us to guard and protect us, and let Thy Holy Spirit and presence be now and always with us:",,Lemegeton5 ArsNova,,Unknown,,Lemegeton5_ArsNova,140,,60.0,
"The divine names in this section are all written in the periphery of the Circle of Art, shown in the Goetia.",,Lemegeton5 ArsNova,,Unknown,,Lemegeton5_ArsNova,108,,59.0,
Imagine a breeze blowing in and filling the area as though you are a magnet to the forces of the Universe.,,Lesser Absorbing Ritual of the Pentagram of Set,,Unknown,,Lesser Absorbing Ritual of the Pentagram of Set,106,,56.5,
"VIBRATE - "" I have come into being...."" Evocation of the Daemons 1.) Standing in the center of the ritual space.",,Lesser Absorbing Ritual of the Pentagram of Set,,Unknown,,Lesser Absorbing Ritual of the Pentagram of Set,112,,56.0,
"Imagine it seeping into the cracks in the floor and walls, melding down through the floor below.",,Lesser Absorbing Ritual of the Pentagram of Set,,Unknown,,Lesser Absorbing Ritual of the Pentagram of Set,96,,54.0,
"MADRIAX DS PRAF (name of Aethyr, or plane of existence, usually TEX), CHIS MICAOLZ SAANIR CAOSGO, OD FIFIS BALZIZRAS LAIDA!",,Lesser Banishing Ritual of the Pentagram By Atazoth Cthugan,,Unknown,,Lesser Banishing Ritual of the Pentagram By Atazoth Cthugan,123,,56.75,
"open up the mysteries of your creation, and make us partakers of undefiled knowledge.",,Lesser Banishing Ritual of the Pentagram By Atazoth Cthugan,,Unknown,,Lesser Banishing Ritual of the Pentagram By Atazoth Cthugan,85,,55.25,
"the earth, let her be governed by her parts, and let there be division in her, that the glory of her may always drunken and vexed in itself.",,Lesser Banishing Ritual of the Pentagram By Atazoth Cthugan,,Unknown,,Lesser Banishing Ritual of the Pentagram By Atazoth Cthugan,140,,55.0,
"Suddenly it arises, and takes possession of all our being by overpowering and enslaving the mind and bowels that formerly rejected it.",,Lessons in Religion for a Sceptacle World,,Unknown,,Lessons in Religion for a Sceptacle World,134,,71.5,
"In the world of the senses and o f reflexive thought, only the con­ nection between life and truth is permanent.",,Lessons in Religion for a Sceptacle World,,Unknown,,Lessons in Religion for a Sceptacle World,112,,68.0,
"Without life there i s no manifestation, and without manifestation there i s neither sensorial nor intellectual truth.",,Lessons in Religion for a Sceptacle World,,Unknown,,Lessons in Religion for a Sceptacle World,118,,67.5,
The emphasis on acts of a sexual nature reflects the now well-understood magical idea that sexuality is intertwined with magical power.,,Letter from a Luciferean,,Unknown,,Letter from a Luciferean,135,,67.75,
Each ‘type’ expresses particular characteristics through which the celebrant is able to tap the latent power within himself.,,Letter from a Luciferean,,Unknown,,Letter from a Luciferean,124,,65.0,
"After all, the tantric’s use of meat, wine, and sexual intercourse are only shocking within the context of orthodox belief.",,Letter from a Luciferean,,Unknown,,Letter from a Luciferean,123,,62.75,
"and he replied, 'If he constantly set justice before him in everything and thought that injustice was equivalent to deprivation of life.",,Letter of Aristeas,,Unknown,,Letter of Aristeas,136,,68.0,
"But the knowledge and practice of these things is the work of the Divine power.' 253 Delighted with these words, the king asked another How he could be free from wrath ?",,Letter of Aristeas,,Unknown,,Letter of Aristeas,169,,65.75,
"The service is carried on without interruption -some provide the wood, others the oil, others the fine wheat flour, others the spices;",,Letter of Aristeas,,Unknown,,Letter of Aristeas,134,,65.5,
"And since he was a deficiency, for this reason he became a pleroma."" ""It is because of this that you are being detained, because you belong to me.",,Letter of Peter to Philip,,Unknown,,Letter of Peter to Philip,146,,59.5,
"Why do the powers fight against us?"" Then a voice came to them out of the light saying, ""It is you yourselves who are witnesses that I spoke all these things to you.",,Letter of Peter to Philip,,Unknown,,Letter of Peter to Philip,165,,58.75,
"behold, I am with you forever."" Then the apostles parted from each other into four words in order to preach.",,Letter of Peter to Philip,,Unknown,,Letter of Peter to Philip,108,,57.0,
"and supernatural signs appeared while he was hanging, and, in the opinion of philosophers, threatened destruction to the whole world.",,Letter of Pontius Pilate to Caesar,,Unknown,,Letter of Pontius Pilate to Caesar,133,,59.25,
"His disciples are flourishing, in their work and the regulation of their lives not belying their master;",,Letter of Pontius Pilate to Caesar,,Unknown,,Letter of Pontius Pilate to Caesar,104,,54.0,
"Had I not been afraid of the rising of a sedition among the people, who were just on the point of breaking out, perhaps this man would still have been alive to us;",,Letter of Pontius Pilate to Caesar,,Unknown,,Letter of Pontius Pilate to Caesar,163,,49.25,
It would have insisted on meeting the debts to which Bolshevism had attached its signature without dreaming o f paying anything.,,Letters from Russia,,Unknown,,Letters from Russia,128,,64.0,
"While this process o f 'deepening' the Revolution was taking place, the leaders o f Bolshevism were making their way to power.",,Letters from Russia,,Unknown,,Letters from Russia,126,,61.5,
"Marauding began with the first month o f the war and penetrated continuously farther and deeper, sucking out the very spirit o f life.",,Letters from Russia,,Unknown,,Letters from Russia,134,,61.5,
"And when I am taken up, I will send thee one of my disciples, to heal thine affliction and give life to thee and them that are with thee.",,Letters of Jesus and Abgar,,Unknown,,Letters of Jesus and Abgar,137,,60.25,
"It was regarded naturally as the palladium of Edessa, but was also thought to act as a protection to individuals.",,Letters of Jesus and Abgar,,Unknown,,Letters of Jesus and Abgar,113,,58.25,
"For it is written concerning me that they that have seen me shall not believe in me, and that they that have not seen me shall believe and live.",,Letters of Jesus and Abgar,,Unknown,,Letters of Jesus and Abgar,144,,56.0,
"8 Hod- Eternity of the conquests achieved by mind over matter, active over passive, life over death.",,Levi on the Sephiroth,,Unknown,,Levi on the Sephiroth,100,,63.0,
"9 Jesod- The Foundation, that is, the basis of all belief and all truth - what we term the ABSOLUTE in philosophy.",,Levi on the Sephiroth,,Unknown,,Levi on the Sephiroth,114,,60.5,
"6 Tipereth- Beauty, the luminous conception of equilibrium in forms, intermediary between the Crown and the Kingdom,mediating principle between Creator and creation.",,Levi on the Sephiroth,,Unknown,,Levi on the Sephiroth,165,,58.75,
ELEMENTS OF THE QABALAH − by Eliphas Lévi,,"Levi, Eliphas - Elements Of The Qabalah",,Unknown,,"Levi, Eliphas - Elements Of The Qabalah",41,,31.25,
"Without God, being is a nothingness affirming itself, life a death in disguise, and light a night for ever deceived by the mirage of dreams.",,Levi-KeyToTheMysteries,,Unknown,,Levi-KeyToTheMysteries,140,,77.0,
"to aspire ceaselessly to suicide, to calumniate life and nature, to invoke death every day without being able to die.",,Levi-KeyToTheMysteries,,Unknown,,Levi-KeyToTheMysteries,117,,75.25,
"The magnetic light devours ceaselessly, because it is always creating, and because, in order to produce continually, one must absorb eternally.",,Levi-KeyToTheMysteries,,Unknown,,Levi-KeyToTheMysteries,143,,74.25,
"THE PRIESTESS−−−LA PAPESSE DEPTH is equal to height, darkness is contrasted with light, matter is but the garment of the spirit.",,Levi-TheMagicalRitualOfTheSanctumRegnum,,Unknown,,Levi-TheMagicalRitualOfTheSanctumRegnum,128,,72.0,
"To live like an anchorite, without the superstitious ignorance which leads him to such a course of life, this is wisdom indeed, and power is the reward.",,Levi-TheMagicalRitualOfTheSanctumRegnum,,Unknown,,Levi-TheMagicalRitualOfTheSanctumRegnum,152,,70.0,
"For this reason is the Magical Axiom true, that the Sanctum Regnum−−−the Divine Kingdom−−−−the Kingdom of God−−−−is within us.",,Levi-TheMagicalRitualOfTheSanctumRegnum,,Unknown,,Levi-TheMagicalRitualOfTheSanctumRegnum,126,,67.5,
"In this way, they remold life and living And let the real nature shine forth And enjoy magick divine and sexual ecstasy Where spiritual attainment is not impeded.",,Levogyrate Tantra,,Unknown,,Levogyrate Tantra,162,,67.5,
"I can only say NO!” “Lord of All the World,” entreated the Devi, “The world has fallen into a dark era, and the request is not without great wisdom.",,Levogyrate Tantra,,Unknown,,Levogyrate Tantra,148,,67.0,
"Yet in this darker age the way of life has been suppressed, and only misery cults ﬂourish to help maintain rule and power over the people.",,Levogyrate Tantra,,Unknown,,Levogyrate Tantra,138,,66.5,
"By her spells she invoked the Scarab, the Lord Kheph-Ra, so that the waters were cloven and the illusion of the powers was destroyed.",,Liber 231,,Unknown,,Liber 231,133,,57.25,
"And a mighty angel appeared as a woman, pouring vials of woe upon the flames, lighting the pure stream with her brand of cursing.",,Liber 231,,Unknown,,Liber 231,129,,56.25,
"Then the Lord Khem arose, He who is holy among the highest, and set up his crowned staff for to redeem the universe.",,Liber 231,,Unknown,,Liber 231,116,,55.0,
"Also we have con- sidered the threefold aspect as 93, and this may have to do with AAA and LLL, Light, Life, Love and Liberty of His Law.",,Liber 31,,Unknown,,Liber 31,137,,66.25,
"This caused the Lightning- flash which formulated the T ree of Life, and the numeration of the Paths of which is 777.",,Liber 31,,Unknown,,Liber 31,117,,65.25,
"For Light He has Darkness, for Life, Death, and Love with its Dual Mystery seems to be the only Path open to Him, and this is really a deception ending in the curse of 9=2.",,Liber 31,,Unknown,,Liber 31,172,,65.0,
"a total of 316 named spirits are listed below the eight Sub - Princes, some subject to one of them, some shared between two or more.",,Liber 777,,Unknown,,Liber 777,132,,63.0,
"NOTES 40 LINE 29.—Below, a path leads between two towers, guarded by jackals, from the sea, wherein a Scarabæus marcheth landwards.",,Liber 777,,Unknown,,Liber 777,131,,62.75,
It must be remembered that the lesser tables are only divided from the thirty -two-fold table in order to economise space;,,Liber 777,,Unknown,,Liber 777,122,,62.5,
"The upper sides of the Pyra mids are uniformly given to Spirit, the lower sides to the Sephiroth, in the order shewn.",,Liber 84,,Unknown,,Liber 84,117,,65.25,
"The lower side is governed by the Kerub also, but in order descending as the are from right to left above.",,Liber 84,,Unknown,,Liber 84,106,,62.5,
"So for others— The remaining 12 Keys refer to the remaining lesser angles of the tables, the order of the elements being Air, Water, Earth, Fire.",,Liber 84,,Unknown,,Liber 84,145,,61.75,
"For in it is an Implication of our Secret Enlightenment, concerning the Universe, how its Nature is utterly Perfection.",,Liber Aleph vel CXI,,Unknown,,Liber Aleph vel CXI,119,,69.75,
"So then, o my Son, there is my Wisdom, that the Voice of he Soul in its true Nature Eternal and Unchangeable, comprehending all Change, is Silence;",,Liber Aleph vel CXI,,Unknown,,Liber Aleph vel CXI,147,,69.25,
"Know that herein the Relations between Numbers, though they be mighty in Power and prodigal of Knowledge, are but lesser Things.",,Liber Aleph vel CXI,,Unknown,,Liber Aleph vel CXI,128,,68.0,
"However, when man studies not of his divine nature of himself he is forced back to earth in another shell to start his life journey all over again.",,Liber Astrum Infernum,,Unknown,,Liber Astrum Infernum,147,,67.25,
"IV - Of Hell and Death As man passes through the layers of life and gains his wisdom of self divinity, at death his soul leaves the body in three days from the eyes.",,Liber Astrum Infernum,,Unknown,,Liber Astrum Infernum,165,,64.75,
During mans entrance to this fleshly shell his mind is eradicated and he is forced to begin the arguous journey of life.,,Liber Astrum Infernum,,Unknown,,Liber Astrum Infernum,120,,64.0,
"Your elegant energy is a sweet song, the most perfect melody of silence and fury - I hear you and move within your symphony of power.",,Liber Azazel,,Unknown,,Liber Azazel,133,,67.25,
"My chosen servants are enough, they serve me better than the mindless flocks of other gods, who accept all uncritically.",,Liber Azazel,,Unknown,,Liber Azazel,120,,62.0,
"It is folly to deny me, for to deny me is to deny your very nature - I am the completeness of your will, the fury of your being.",,Liber Azazel,,Unknown,,Liber Azazel,128,,62.0,
"If nothing else, awareness highlights one's limitations and brings to awareness our need for aid in order to achieve success.",,Liber Conjunctus,,Unknown,,Liber Conjunctus,125,,65.25,
"It is not often considered Sexual, excepting the occasional Alchemical or Tantric reference, though it is certainly Sexual in nature.",,Liber Conjunctus,,Unknown,,Liber Conjunctus,133,,65.25,
"Those who work with objects, such as mechanics, construction workers and service technicians are included within this realm.",,Liber Conjunctus,,Unknown,,Liber Conjunctus,124,,63.0,
Asar-Un-Nefer is to allow mans “true” will and divine self to merge on the physical plane of existence and become the one mind or godform.,,Liber Evolution,,Unknown,,Liber Evolution,138,,62.5,
Forced evolution has actually lead to humanities spiritual slumber humanity is in and in doing so has caused humans to un-evolve.,,Liber Evolution,,Unknown,,Liber Evolution,129,,62.25,
"Religion claims it to be the work of the divine, science claims we arose from animal and both are correct.",,Liber Evolution,,Unknown,,Liber Evolution,106,,58.5,
"Conjuration Nine - Shamanic Invocation In Shamanic Invocation the magician draws knowledge and power from Atavisms, normally animal atavisms.",,Liber KKK,,Unknown,,Liber KKK,141,,68.75,
It is preferable to divine for phenomena which are likely to confirm or negate the divination within a relatively short time period.,,Liber KKK,,Unknown,,Liber KKK,132,,67.0,
Is the deliberate attunement of consciousness and the unconscious with some archetypal or significant nexus of thought.,,Liber KKK,,Unknown,,Liber KKK,119,,63.75,
Mind and consciousness are thus merely electrochemical events in the brain and spirit is a word without objective content.,,Liber Kaos - Excerpts,,Unknown,,Liber Kaos - Excerpts,122,,72.5,
"So called ""Chod"" rites are a ritual rehearsal of death in which the Death-self is invoked to manifest its knowledge and wisdom.",,Liber Kaos - Excerpts,,Unknown,,Liber Kaos - Excerpts,127,,69.75,
How awesome the power of creation and how final must earthly death subconsciously loom to a celibate and sterile priesthood.,,Liber Kaos - Excerpts,,Unknown,,Liber Kaos - Excerpts,124,,69.0,
"I feel this book will help many whom have been blinded by faith and bring more humans happiness through the light of the most holy one, Lucifer.",,Liber Luciferi Preface,,Unknown,,Liber Luciferi Preface,144,,58.0,
Liber Luciferi Preface This is my second installment to “Liber Illuminatus” and also one of my most complex works I have written as of yet.,,Liber Luciferi Preface,,Unknown,,Liber Luciferi Preface,139,,54.75,
The Church of Lucifer retains all legal rights to it’s publication and owns all rights to it’s distribution.,,Liber Luciferi Preface,,Unknown,,Liber Luciferi Preface,108,,51.0,
"However, these writings are about information, instruction and WISDOM, a word I will give my definition for in just a few moments.",,Liber Luna Sanguinus,,Unknown,,Liber Luna Sanguinus,130,,64.5,
"Focus Your Intent While returning to sleep, concentrate single-mindedly on your intention to remember to recognize that you're dreaming.",,Liber Luna Sanguinus,,Unknown,,Liber Luna Sanguinus,136,,64.0,
"Wisdom is not knowledge, it is not power and it is not experience but it is a lethal combination of these three traits.",,Liber Luna Sanguinus,,Unknown,,Liber Luna Sanguinus,119,,63.75,
Image Concentration The part of the mind in which pictorial thoughts arise is brought under magical control by image concentration.,,Liber MMM,,Unknown,,Liber MMM,131,,66.75,
1) Laughter/Laughter 2) Non-attachment/Non-disinterest Attaining these states of mind is accomplished by a process of on- going meditation.,,Liber MMM,,Unknown,,Liber MMM,139,,64.75,
"To successfully lose the sigil, both the sigil form and the associated desire must be banished from normal waking consciousness.",,Liber MMM,,Unknown,,Liber MMM,128,,64.0,
"|XUL|> none Satrinah> Magicka Extremis - Magick is an art form within itself, and within every art form their is the artist.",,Liber Magicka - An Overview By Rev. S. Nagash,,Unknown,,Liber Magicka - An Overview By Rev. S. Nagash,124,,63.0,
"To reach gnosis simply concentrate on nothing and completely clear your thoughts, like passing through the head of a needle.",,Liber Magicka - An Overview By Rev. S. Nagash,,Unknown,,Liber Magicka - An Overview By Rev. S. Nagash,124,,61.0,
Esos_the_Great> maybe the reason I didn't feel like it was because I didn't think I would win Esos_the_Great> thought ever cross your mind?,,Liber Magicka - An Overview By Rev. S. Nagash,,Unknown,,Liber Magicka - An Overview By Rev. S. Nagash,139,,60.75,
"Zorabia translates from the Hellish Language to Spirit or pure being, so from this day forth I am known as Zorabia.",,Liber Magicka,,Unknown,,Liber Magicka,115,,62.75,
I purpose we as strong willed powerful incarnate should not concern ourselves with black and white only what is in our heart.,,Liber Magicka,,Unknown,,Liber Magicka,125,,61.25,
"To reach gnosis simply concentrate on nothing and completely clear your thoughts, like passing through the head of a needle.",,Liber Magicka,,Unknown,,Liber Magicka,124,,61.0,
"God being of pure mind, thought Lucifer into creation and poured out the cup of knowledge unto him.",,Liber Revealing,,Unknown,,Liber Revealing,99,,70.75,
Frederick Nagash This book of revealing unmasks death and creation as well as the temples of Hell on earth and Hell below.,,Liber Revealing,,Unknown,,Liber Revealing,122,,66.5,
"God, the one above became jealous of his first creations beauty and the bond that was formed with man and Jehovah cursed at Lucifer.",,Liber Revealing,,Unknown,,Liber Revealing,132,,61.0,
Line 7 Here is summed the entire process of bringing the conditioned Universe to knowledge of itself through the formula of generation;,,Liber Samekh,,Unknown,,Liber Samekh,135,,69.75,
"section are shown the LVX signs, the Mark of the Beast (see note below) and the invoking Active Spirit pentagram with hyha;",,Liber Samekh,,Unknown,,Liber Samekh,123,,66.75,
"Extend the voi d mind of thy soul to that Intelligible, that thou mayst learn the Intelligible, because it subsistith beyond Mind.",,Liber Samekh,,Unknown,,Liber Samekh,130,,66.5,
"Also we have con- sidered the threefold aspect as 93, and this may have to do with AAA and LLL, Light, Life, Love and Liberty of His Law.",,Liber Thirty-one,,Unknown,,Liber Thirty-one,137,,66.25,
"This caused the Lightning- flash which formulated the T ree of Life, and the numeration of the Paths of which is 777.",,Liber Thirty-one,,Unknown,,Liber Thirty-one,117,,65.25,
"For Light He has Darkness, for Life, Death, and Love with its Dual Mystery seems to be the only Path open to Him, and this is really a deception ending in the curse of 9=2.",,Liber Thirty-one,,Unknown,,Liber Thirty-one,172,,65.0,
"And according to His Original Nature will that law be shapen, so that one may decl are gentleness and quiteness, being an Hindu;",,Liber001 I,,Unknown,,Liber001 I,128,,66.0,
"For the curse of His grade is that He must speak Truth, that the Falsehood thereof may enslave the souls of men.",,Liber001 I,,Unknown,,Liber001 I,112,,64.0,
"In the beginning doth the Magus speak Truth, and send forth Illusion and False hood to enslave the soul.",,Liber001 I,,Unknown,,Liber001 I,104,,60.0,
"Every man and every woman is a star, and each star moves in an appoint ed path without interference.",,Liber002 II,,Unknown,,Liber002 II,102,,57.5,
"For pure will, unassuaged of purpose, delivered from the lust of result, is every way perfect. Take this carefully;",,Liber002 II,,Unknown,,Liber002 II,116,,57.0,
"Note further that this will is not onl y to be pure, that is, single, as explained above, but also unassuaged of purpose.",,Liber002 II,,Unknown,,Liber002 II,123,,56.75,
"Glory unto the Lord of the Word Abrahadabra, and Glory unto Him that hath given us the Symbol of the Ankh, and of the Cross within the Circle!",,Liber003 III,,Unknown,,Liber003 III,142,,58.5,
"How else shalt thou master the Holy Spirit, and answer the High Priestess in the Middle Gateway of the Crown?",,Liber003 III,,Unknown,,Liber003 III,109,,57.25,
"Nothing shall be said here of Cerberus, the great Beast of Hell that is every one of these and all of these, even as Athanasius hath foreshadowed.",,Liber003 III,,Unknown,,Liber003 III,146,,55.5,
"Anatomists and physiologists, grappling in the dark with death, have won hygeine, surgery, prophylaxis and the rest for mankind.",,Liber005 V,,Unknown,,Liber005 V,128,,66.0,
"the real numbers cannot be put in a one-to-one correspondence with the natural numbers, because they cannot be written in order;",,Liber005 V,,Unknown,,Liber005 V,128,,64.0,
"Within me the Powers!"" (in the attitude of Ptah erect, the feet together, the hands clasped upon the vertical Wand.) h.",,Liber005 V,,Unknown,,Liber005 V,119,,63.75,
