New_ID,Title,Title_Display,Alternate Title,Author,Year,Century,Category,Subcategory,Tradition,Keywords,Difficulty,Language,Public Domain,Short Description,Long Description,PDF_File_Name,PDF_Drive_Link,Cover_Image,OCR_Status,AI_Ready,Quote_1,Quote_2,Quote_3,Quote_Page,Featured,Daily_Wisdom_Eligible,Quest_Eligible,Notes,Preview_PDF_Drive_Link,Preview_Ready,Preview_Page_Count
FL_1709,Emerald Tablets of Thoth the Atlantean,,,,,,,,,,,,,,,Emerald Tablets of Thoth the Atlantean.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnb0FaRW52dzRhWlE/view?usp=drivesdk&resourcekey=0-iqj3w5eeSFGgze7TcAivKQ,,,,,,,,,,,,https://drive.google.com/file/d/1Q-iFDHvlHZv5M-57qrr6n_D8PRf1dj8e/view?usp=sharing,True,10.0
FL_1710,Principia Discordia,,,,,,,,,,,,,,,Principia Discordia.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnVjJIY0NFWkFFejQ/view?usp=drivesdk&resourcekey=0-crDU6Ngp78YGrbY_VLtDsQ,,,,,,,,,,,,https://drive.google.com/file/d/1DZwC-NvJP39-bqRvFrsQl2Snb0umVgJN/view?usp=sharing,True,10.0
FL_1711,Emerald Tablets of Hermes,,,,,,,,,,,,,,,Emerald Tablets of Hermes.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZG5aSFpRNnN2R2M/view?usp=drivesdk&resourcekey=0-kPjnKU5JcUsBaAmZlY7VEg,,,,,,,,,,,,https://drive.google.com/file/d/1h4QiIjO2lcIrZL83jZ3R_FYm02iicyZm/view?usp=sharing,True,10.0
FL_1712,Ellis -The  Assault on Reality,,,,,,,,,,,,,,,Ellis -The  Assault on Reality.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnVWh3clltVThZak0/view?usp=drivesdk&resourcekey=0-YIrHQqhKsE5yVSNv-QD5Hw,,,,,,,,,,,,https://drive.google.com/file/d/1ii6F7S21F-cwgwDZZRL27aYjwUbYjx6Q/view?usp=sharing,True,10.0
FL_1713,Emerald Tablet,,,,,,,,,,,,,,,Emerald Tablet.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnMkN2VzNGRGMzX1k/view?usp=drivesdk&resourcekey=0-D4QIGfUy5VT27iYqUQmk7Q,,,,,,,,,,,,https://drive.google.com/file/d/1wvIlt8NXAHRo4Rkb8UvPXtSWMEHZ68hW/view?usp=sharing,True,10.0
FL_1714,Elizabethan Demonology,,,,,,,,,,,,,,,Elizabethan Demonology.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnTXdJb0kybEFPMzA/view?usp=drivesdk&resourcekey=0-JI_f0OAX1wmPRj9vMbn9VA,,,,,,,,,,,,https://drive.google.com/file/d/1hYHK7vFpBlWHYuO944vj1-uXTJ3jyOeW/view?usp=sharing,True,10.0
FL_1715,Elitism vs. Common Logic - Rev. F. Cook,,,,,,,,,,,,,,,Elitism vs. Common Logic - Rev. F. Cook.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZ0x1NGllUHpxcWc/view?usp=drivesdk&resourcekey=0-O1Rxm_Wf91LgoDgd5QARPA,,,,,,,,,,,,https://drive.google.com/file/d/1KWG0pZxgs3U0D8MjcDJatdxbrkUCVXGu/view?usp=sharing,True,10.0
FL_1716,Eleusis,,,,,,,,,,,,,,,Eleusis.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnMG9wMGdxMmp6S2M/view?usp=drivesdk&resourcekey=0-6D_a8I-4PYIQM234t97mMQ,,,,,,,,,,,,https://drive.google.com/file/d/1PhvfeWCreVeFGYyKtoavgH4SZFQoKcIm/view?usp=sharing,True,10.0
FL_1717,Elementary Pali Course,,,,,,,,,,,,,,,Elementary Pali Course.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZXgzR0xEZ3g0MUk/view?usp=drivesdk&resourcekey=0-7NCTyB6kcg-pEj2_kVg5zQ,,,,,,,,,,,,https://drive.google.com/file/d/1AUwc8dfq2k-a-Cypw8jP0nS7Oz7mvMKG/view?usp=sharing,True,10.0
FL_1718,Electromagnetic Radiation Weapons,,,,,,,,,,,,,,,Electromagnetic Radiation Weapons.PDF,https://drive.google.com/file/d/0B7BPjB4fO2mnTVJPRjI2WWpYbDQ/view?usp=drivesdk&resourcekey=0-kHLPt8gZChoWiyVlS8DC6g,,,,,,,,,,,,https://drive.google.com/file/d/1zWsL6264k2rdJYaoR3GOsslMhGBzBfx_/view?usp=sharing,True,10.0
FL_1719,elderberry-medicinal,,,,,,,,,,,,,,,elderberry-medicinal.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnS01aMVpRdVNxTHc/view?usp=drivesdk&resourcekey=0-amt1QfbfcY-soiKVlBpOzg,,,,,,,,,,,,https://drive.google.com/file/d/1lXquyvxS9A57wwASeobwvTsFSHHiWWHB/view?usp=sharing,True,10.0
FL_1720,Eighth Book of Moses,,,,,,,,,,,,,,,Eighth Book of Moses.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnNElHeVgySkdIMGM/view?usp=drivesdk&resourcekey=0-NY-ycCtXQYi5g5hy5bVvqQ,,,,,,,,,,,,https://drive.google.com/file/d/1EQcjD6v2w6j1dj_kXBPUN-9se71_Zb8u/view?usp=sharing,True,10.0
FL_1721,Eight meetings,,,,,,,,,,,,,,,Eight meetings.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnU1Y2c3hkYUdLSzg/view?usp=drivesdk&resourcekey=0-cvOePWmAtggr_eAvZhLdZw,,,,,,,,,,,,https://drive.google.com/file/d/1ujpIJinxJESvkfydbsdy5nWEUAvPZzZi/view?usp=sharing,True,10.0
FL_1722,Eight Lectures on Yoga,,,,,,,,,,,,,,,Eight Lectures on Yoga.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnaHdROGhSd1lBblU/view?usp=drivesdk&resourcekey=0-9pnBiLRyGVTP2U7YHxyplw,,,,,,,,,,,,https://drive.google.com/file/d/1JDyKjPH_rRWGgS6OFbjuT5c5eebWcNdQ/view?usp=sharing,True,10.0
FL_1723,"EHU ABZU, A Dedication Rite By Rev. M. Xul",,,,,,,,,,,,,,,"EHU ABZU, A Dedication Rite By Rev. M. Xul.pdf",https://drive.google.com/file/d/0B7BPjB4fO2mnSjFDMUk5SXpUOFE/view?usp=drivesdk&resourcekey=0-LHFbyZUEyXyyTFtz8b-IPw,,,,,,,,,,,,https://drive.google.com/file/d/19gtmtSGAdLo4uq_jyzot33Foa0VWtlcS/view?usp=sharing,True,10.0
FL_1724,egyptian walking onion-special interest,,,,,,,,,,,,,,,egyptian walking onion-special interest.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnY1ZJelRaWV9LRTQ/view?usp=drivesdk&resourcekey=0-B0SimoO7zTF6vU7Bf3SeKA,,,,,,,,,,,,https://drive.google.com/file/d/1Twm8sFJ1l6wdMUFOG4AjWqVy8wcNlqai/view?usp=sharing,True,10.0
FL_1725,egyptian revival,,,,,,,,,,,,,,,egyptian revival.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnVUg2OTQ0S0RRZ1k/view?usp=drivesdk&resourcekey=0-0f3nh6gqcKpV0uAdPMUDhw,,,,,,,,,,,,https://drive.google.com/file/d/1Vlqp0yjk6fcfsLeIG-ZNN0BOdSlQi4yg/view?usp=sharing,True,10.0
FL_1726,egyptian myths and legends,,,,,,,,,,,,,,,egyptian myths and legends.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnVnRBMGhYVUFrWlU/view?usp=drivesdk&resourcekey=0-CbNa1t5dPOtL7EvTCE5liA,,,,,,,,,,,,https://drive.google.com/file/d/11rAbwJ-dDpglO-MLXGdJgiz4MTw2c2Mu/view?usp=sharing,True,10.0
FL_1727,egyptian myth and legend,,,,,,,,,,,,,,,egyptian myth and legend.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mncDFNWi1wTFhiS3M/view?usp=drivesdk&resourcekey=0-bE1YMBmMz59dL_hnUe9MSw,,,,,,,,,,,,https://drive.google.com/file/d/1lrfjRTapHLoI3DwPhZtt60PB0ACBfVLt/view?usp=sharing,True,10.0
FL_1728,Egyptian Ideas of the Future Life,,,,,,,,,,,,,,,Egyptian Ideas of the Future Life.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnRDA4VmMwOGM2bkE/view?usp=drivesdk&resourcekey=0-gqMBilDbC553C0oA4enK3Q,,,,,,,,,,,,https://drive.google.com/file/d/18DX24Fq90v_7SUI1HzmI04lKbcxk2nRm/view?usp=sharing,True,10.0
FL_1729,Ego Magick,,,,,,,,,,,,,,,Ego Magick.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnYWdEX3JsQVkwT2s/view?usp=drivesdk&resourcekey=0-wHFHjDDHv_celFqINpjStA,,,,,,,,,,,,https://drive.google.com/file/d/1h9JO07fKkwNReEw4OfjRpbW6kBi8Kbvg/view?usp=sharing,True,10.0
FL_1730,Egm Group,,,,,,,,,,,,,,,Egm Group.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnVHRjVXhHZjkwMFU/view?usp=drivesdk&resourcekey=0-3GXictm7AWov17TfAfXIGA,,,,,,,,,,,,https://drive.google.com/file/d/1jCHpCuMPJICY22bhzOoeZ1dEFmwbkYOc/view?usp=sharing,True,10.0
FL_1731,Edrid - dyad,,,,,,,,,,,,,,,Edrid - dyad.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnb2VDVEd5enVHVHM/view?usp=drivesdk&resourcekey=0-pKMSMA7IJ6P4zUK9MbNBdg,,,,,,,,,,,,https://drive.google.com/file/d/1sbFigz4R7zoIs2-o0J7iFYAKK3FWjMQU/view?usp=sharing,True,10.0
FL_1732,edgar cayce prophecy,,,,,,,,,,,,,,,edgar cayce prophecy.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnS0NKUjU0TThUNW8/view?usp=drivesdk&resourcekey=0-TxwSErSuW9s7NYMb8TaKFw,,,,,,,,,,,,https://drive.google.com/file/d/11Oq5OX2T5XBEg5_FatshkNAqDy9xSDbk/view?usp=sharing,True,10.0
FL_1733,Edgar Cayce on the Book of Revelation,,,,,,,,,,,,,,,Edgar Cayce on the Book of Revelation.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnWnZWZ3pqelRCaXc/view?usp=drivesdk&resourcekey=0-OhI66t40ZjXTyRA3UKfgPg,,,,,,,,,,,,https://drive.google.com/file/d/1fWa3U5r0GLA66Fo2uQhrjWtFTpIcO_-e/view?usp=sharing,True,10.0
FL_1734,Ecstasy Equipoise and Eternity,,,,,,,,,,,,,,,Ecstasy Equipoise and Eternity.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnTE01YnB3Y0dmTmM/view?usp=drivesdk&resourcekey=0-qkOebiq7E16yjrvQ1PcHrg,,,,,,,,,,,,https://drive.google.com/file/d/1nBNbHez54kTwFNqRGRK8O8J9TofpRtMz/view?usp=sharing,True,10.0
FL_1735,Easy Steps To Yoga,,,,,,,,,,,,,,,Easy Steps To Yoga.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnQmt6OV9XOWQyS0k/view?usp=drivesdk&resourcekey=0-StFKhNf-9I7TnAY0Ofkb9w,,,,,,,,,,,,https://drive.google.com/file/d/1-o2bYle2GMhalp61ig7cnMGGHgLYuWa9/view?usp=sharing,True,10.0
FL_1736,Fusion of Eight Channels,,,,,,,,,,,,,,,Fusion of Eight Channels.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnazFyenpwdXlIRzg/view?usp=drivesdk&resourcekey=0-m1CoWcOYKR83Lq9j973p7Q,,,,,,,,,,,,https://drive.google.com/file/d/15_FyvOyTreEyRmGsan1IE3pnegfYKbBH/view?usp=sharing,True,10.0
FL_1737,Practising Dhamma with a View to Nibbana,,,,,,,,,,,,,,,Practising Dhamma with a View to Nibbana.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnYTBBTGxiX0V0bHM/view?usp=drivesdk&resourcekey=0-KI4ffTqRdcFY7kLu5TOsow,,,,,,,,,,,,https://drive.google.com/file/d/1SoctLCTRAqdGJD7W1mH5YBdXTSv0BrhX/view?usp=sharing,True,10.0
FL_1738,Fundamentals of Meditation,,,,,,,,,,,,,,,Fundamentals of Meditation.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnYzVKczlnY1E2emc/view?usp=drivesdk&resourcekey=0-HRwKVQY192Dz5xjuIf8YJg,,,,,,,,,,,,https://drive.google.com/file/d/10PemFEnmVa1kqhzizN2RYjqYplhUOso0/view?usp=sharing,True,10.0
FL_1739,Fundamentals of Ch'an Meditation Practice,,,,,,,,,,,,,,,Fundamentals of Ch'an Meditation Practice.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnemQ1Ql9EMi1Dcnc/view?usp=drivesdk&resourcekey=0-PTjeXI4NPz67bJjgYjfdBg,,,,,,,,,,,,https://drive.google.com/file/d/1uxVaH9e5wyDkf6Qju1PNRiFVvn-9hjXq/view?usp=sharing,True,10.0
FL_1740,Practice of Magical Evocation,,,,,,,,,,,,,,,Practice of Magical Evocation.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZ29UQ3RtWndUSTA/view?usp=drivesdk&resourcekey=0-QorWjnRT64PVq8qzpOn9Aw,,,,,,,,,,,,https://drive.google.com/file/d/1cF4rt4d3MV4nJCbY86krsmoNEAuxdxV5/view?usp=sharing,True,10.0
FL_1741,Fundamentals of Buddhism,,,,,,,,,,,,,,,Fundamentals of Buddhism.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnaF9lLW15VkgybFk/view?usp=drivesdk&resourcekey=0-Z0sQUoCNGLp2z-PtpFJ2zw,,,,,,,,,,,,https://drive.google.com/file/d/18cWbRtKHbFM714exqUBoluDqStMw0Gng/view?usp=sharing,True,10.0
FL_1742,Fundamentals of Alchemy,,,,,,,,,,,,,,,Fundamentals of Alchemy.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnbDdpdzB0QzZDYUk/view?usp=drivesdk&resourcekey=0-yXxfYxfieYlNNQ30lk2reg,,,,,,,,,,,,https://drive.google.com/file/d/1wo5cliwY02jQvxnqOQZBbeCb-TeLVHdr/view?usp=sharing,True,10.0
FL_1743,From Womb to Womb,,,,,,,,,,,,,,,From Womb to Womb.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnSXU0a1pvYzRSQmM/view?usp=drivesdk&resourcekey=0-0Ekz-BDm8a_n_iYcZGzi6Q,,,,,,,,,,,,https://drive.google.com/file/d/1QnAlZ8nlGjIj_glNE_CQuNGU-ysGnVLL/view?usp=sharing,True,10.0
FL_1744,"Friar Bacon His Discovery of the Miracles Of Art, Nature And",,,,,,,,,,,,,,,"Friar Bacon His Discovery of the Miracles Of Art, Nature And.pdf",https://drive.google.com/file/d/0B7BPjB4fO2mnQ2xIY3JyVklWSVE/view?usp=drivesdk&resourcekey=0-jnP4PLtnjGhm3AMXWgv7tw,,,,,,,,,,,,https://drive.google.com/file/d/1YlmuippgVxag8aT1_Yis6sUoqkFwkTCo/view?usp=sharing,True,10.0
FL_1745,Freemasons Satanism and Symbolism,,,,,,,,,,,,,,,Freemasons Satanism and Symbolism.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mncEtOc2djZHYxSDQ/view?usp=drivesdk&resourcekey=0-mdd9YuGrc8m4vlKY7XNMUA,,,,,,,,,,,,https://drive.google.com/file/d/1lD5gYzhVYHRtNvddUEn7Ufcxr2l0hnSs/view?usp=sharing,True,10.0
FL_1746,Freemason Master Handbook,,,,,,,,,,,,,,,Freemason Master Handbook.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnMkdoTkV1S3FtVVk/view?usp=drivesdk&resourcekey=0-NnHGE6c2fIECPe7dvSjG3A,,,,,,,,,,,,https://drive.google.com/file/d/1r9azZt_pG8VBQsdfZbE_ncH6iezdMzsg/view?usp=sharing,True,10.0
FL_1747,Frames of Reference,,,,,,,,,,,,,,,Frames of Reference.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZWNyWkxuMHJDbDA/view?usp=drivesdk&resourcekey=0-jz_6lNd9U3IXM1Jw1wy3mA,,,,,,,,,,,,https://drive.google.com/file/d/1k-IRNPR2vRIG7gj1QvN9Tcux1HU48knX/view?usp=sharing,True,10.0
FL_1748,Fourteen Lessons in Yoga Philosophy and Oriental Occultism,,,,,,,,,,,,,,,Fourteen Lessons in Yoga Philosophy and Oriental Occultism.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnWjA2WExtRUpZT1U/view?usp=drivesdk&resourcekey=0-UxhcYxvIyrBtpQsDviiAWA,,,,,,,,,,,,https://drive.google.com/file/d/1IbugaTz0_J9l56C3Jsi8ZgMnhYeZY_EV/view?usp=sharing,True,10.0
FL_1749,Practical Sigil Magick,,,,,,,,,,,,,,,Practical Sigil Magick.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnM2JkWnlVcUk4OGM/view?usp=drivesdk&resourcekey=0-S-vUN5mk6BFn72RQM5wcSw,,,,,,,,,,,,https://drive.google.com/file/d/1xeKhL0keWJbtjOHafo-zCqkqBQmtgZx1/view?usp=sharing,True,10.0
FL_1750,For the Stilling of Volcanoes,,,,,,,,,,,,,,,For the Stilling of Volcanoes.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnT3JZOXhjNFg4TmM/view?usp=drivesdk&resourcekey=0-CPY-PVD1xyBaLJ4JiWsTMQ,,,,,,,,,,,,https://drive.google.com/file/d/1gNFoDgITFj327ZNhGdArXUdZCsUzA_MQ/view?usp=sharing,True,10.0
FL_1751,FOHAT The Electric Gods,,,,,,,,,,,,,,,FOHAT The Electric Gods.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnQ21RRG10cWJRemM/view?usp=drivesdk&resourcekey=0-3AVldmE2D7rR07uWDE2PWA,,,,,,,,,,,,https://drive.google.com/file/d/1LqB3q-K9n4PwBpW-JoNGWSuH1aculOvN/view?usp=sharing,True,10.0
FL_1752,Flying Saucers are Real,,,,,,,,,,,,,,,Flying Saucers are Real.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnUFBFXy1CT2JHOEU/view?usp=drivesdk&resourcekey=0-ZiVnextkXbVy13GXGWOmUw,,,,,,,,,,,,https://drive.google.com/file/d/1p9IxqpO3Lq_S6FVI_KFJeKB_gRn1KeqH/view?usp=sharing,True,10.0
FL_1753,Fly the Light,,,,,,,,,,,,,,,Fly the Light.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnUGRPY2NYWi1aQ3M/view?usp=drivesdk&resourcekey=0-IZcreoQf-I9ymCzPG-W51w,,,,,,,,,,,,https://drive.google.com/file/d/1zVzH_GSAIYpGNhUdJcOztB5LdlFX81ik/view?usp=sharing,True,10.0
FL_1754,Flower of Life - Crystalinks,,,,,,,,,,,,,,,Flower of Life - Crystalinks.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnb0UtTlRBbnktcGM/view?usp=drivesdk&resourcekey=0-oPweskKfGNmxFIM-kAtNZw,,,,,,,,,,,,https://drive.google.com/file/d/1a9v31UohiW6HFlQZ1pcMDLVZoCrXcQn8/view?usp=sharing,True,10.0
FL_1755,Flake`s Astral Projection Book,,,,,,,,,,,,,,,Flake`s Astral Projection Book.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZE5xUUgySngxdTQ/view?usp=drivesdk&resourcekey=0-QOX_g8Uy2MG7nCuK9KxPTw,,,,,,,,,,,,https://drive.google.com/file/d/1asrgyt_y9nrKxb5mSLWbsC3WZTLjPRpP/view?usp=sharing,True,10.0
FL_1756,Five Rites of Rejuvenation,,,,,,,,,,,,,,,Five Rites of Rejuvenation.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnRGVXZ3JGUGduY00/view?usp=drivesdk&resourcekey=0-PPPROT6yoYvTHCAr_TYPDg,,,,,,,,,,,,https://drive.google.com/file/d/1ai_OIrGmw2KX24zxDARspxL5CDSwJW8V/view?usp=sharing,True,10.0
FL_1757,Five Essays Exploring Modern Tantra,,,,,,,,,,,,,,,Five Essays Exploring Modern Tantra.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnRFU5cURDanM0am8/view?usp=drivesdk&resourcekey=0-8Gpps48ddFcfZjpFZVFK0Q,,,,,,,,,,,,https://drive.google.com/file/d/1dIDXMn9S5tVOroKnD7Wo-3GwdPN0OYBi/view?usp=sharing,True,10.0
FL_1758,Fire of Qayin Rite,,,,,,,,,,,,,,,Fire of Qayin Rite.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnMFFpZG56VG1MWVE/view?usp=drivesdk&resourcekey=0-9SLT7ta5RpiIGVUBTEZqlw,,,,,,,,,,,,https://drive.google.com/file/d/12GeHKgWOR9qaU8s0S-c5lqmFAGrHrddC/view?usp=sharing,True,10.0
FL_1759,Finnish Magic and the Old Gods,,,,,,,,,,,,,,,Finnish Magic and the Old Gods.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZWphNUVpQ2tGTU0/view?usp=drivesdk&resourcekey=0-6nOe0y-dBU-QYCH6-xS_mg,,,,,,,,,,,,https://drive.google.com/file/d/1y0kQTSr5HOfRMBvQ8zX8zpGJcrMRKdPU/view?usp=sharing,True,10.0
FL_1760,finlist,,,,,,,,,,,,,,,finlist.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnWk95UE9TMmtpQVE/view?usp=drivesdk&resourcekey=0-KAWCQav6hL7VydZSugt6Ag,,,,,,,,,,,,https://drive.google.com/file/d/13nlEUMkIKgw4AuUIaEkdDboom0abjUdv/view?usp=sharing,True,10.0
FL_1761,feverfew-insect repellant,,,,,,,,,,,,,,,feverfew-insect repellant.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnQmJiV0pPczF6NDQ/view?usp=drivesdk&resourcekey=0-60qQGBnI2wD-CLvtb3jdAA,,,,,,,,,,,,https://drive.google.com/file/d/10-7IgcWUJ_VzCEccB2chO80vY9ysG2p-/view?usp=sharing,True,10.0
FL_1762,"Fenrir Volume III, Issue III",,,,,,,,,,,,,,,"Fenrir Volume III, Issue III.pdf",https://drive.google.com/file/d/0B7BPjB4fO2mnZktpQndQcmItSkE/view?usp=drivesdk&resourcekey=0-JZcZPSaJLLYSKOjEfPhkAQ,,,,,,,,,,,,https://drive.google.com/file/d/1eKG9ju8nbrH2vTy1-pDCze3w9s5fw7r9/view?usp=sharing,True,10.0
FL_1763,Practical Kabbalah Progress,,,,,,,,,,,,,,,Practical Kabbalah Progress.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnMDJmdnVBM0hhdkk/view?usp=drivesdk&resourcekey=0-YG5j8YzoIrzds25GF9ToYQ,,,,,,,,,,,,https://drive.google.com/file/d/1e2U2W9mFF6bOtfCErHOX1i6i113my_cj/view?usp=sharing,True,10.0
FL_1764,Fenrir Volume III Issue I,,,,,,,,,,,,,,,Fenrir Volume III Issue I.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnX3d5TkJnMEhTbkk/view?usp=drivesdk&resourcekey=0-c8-QsXXZze-Otvtp0erVSw,,,,,,,,,,,,https://drive.google.com/file/d/1kzlvWD-os3gDC_-y55gintnKrTbRNCmy/view?usp=sharing,True,10.0
FL_1765,Fade to Grey - Chaos and Mediocrity,,,,,,,,,,,,,,,Fade to Grey - Chaos and Mediocrity.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnTkJkNUYxSWIzZjg/view?usp=drivesdk&resourcekey=0-hVIraF8sGHQnfYP7zlVrWg,,,,,,,,,,,,https://drive.google.com/file/d/1_M-LmTTdz02RCUc2Ds1VNP_JZmQjIe2G/view?usp=sharing,True,10.0
FL_1766,Faith & Effective Prayer,,,,,,,,,,,,,,,Faith & Effective Prayer.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZUlNN0gwTHBJVTA/view?usp=drivesdk&resourcekey=0-eTj0sZWgHv7aTEs259cHWA,,,,,,,,,,,,https://drive.google.com/file/d/1_RMsAQ8-hrDnaqHuE1mowDUycqc2VTQU/view?usp=sharing,True,10.0
FL_1767,Facing the Future,,,,,,,,,,,,,,,Facing the Future.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnVzY5c3dXRnJjVm8/view?usp=drivesdk&resourcekey=0-xETonb1q-RIcOO2CEWxJ0w,,,,,,,,,,,,https://drive.google.com/file/d/1fOMaX_vqAMBPX8vTJoZLaJLdOVqZixqp/view?usp=sharing,True,10.0
FL_1768,Cycles of Chaos - Deconstructing Initiation,,,,,,,,,,,,,,,Cycles of Chaos - Deconstructing Initiation.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnaUtyNzR2T1RBcnM/view?usp=drivesdk&resourcekey=0-pEPtuFuEJXmQqJW1T3coMA,,,,,,,,,,,,https://drive.google.com/file/d/1qQDyP-cu94WAd3b1_D5yYBk2viKB2JAd/view?usp=sharing,True,10.0
FL_1769,Cultus Sabbati,,,,,,,,,,,,,,,Cultus Sabbati.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnLTdSUzdUUURmOHM/view?usp=drivesdk&resourcekey=0-wvVqiVan4NkS47Q1SpORJg,,,,,,,,,,,,https://drive.google.com/file/d/1ClRdg-nVN8Z_RAcyKDnWdKcJsuUwOs3X/view?usp=sharing,True,10.0
FL_1770,Cults of Cthulhu,,,,,,,,,,,,,,,Cults of Cthulhu.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnRUZIczJtVDRJOUk/view?usp=drivesdk&resourcekey=0-v4rteJQdIWj88W-SUUUsZg,,,,,,,,,,,,https://drive.google.com/file/d/1BKPa8A9GE97rzjfAT2WFTVTIiP-t6EzF/view?usp=sharing,True,10.0
FL_1771,Practical Kabbalah Part 2,,,,,,,,,,,,,,,Practical Kabbalah Part 2.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnOU42dElTaG9aZ2c/view?usp=drivesdk&resourcekey=0-S8mdXMixpjJyN7pWEXCoTw,,,,,,,,,,,,https://drive.google.com/file/d/10oidJNMWQZKvwiOLMd52qxIrZdMMT4s4/view?usp=sharing,True,10.0
FL_1772,Cults of Cthulhu - H.P. Lovecraft and the Occult Tradition,,,,,,,,,,,,,,,Cults of Cthulhu - H.P. Lovecraft and the Occult Tradition.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnQUU4eVlPcnVsSEk/view?usp=drivesdk&resourcekey=0-omQzvrdYmN-LR_rLj9kV2w,,,,,,,,,,,,https://drive.google.com/file/d/1o_WhTE4dr1YsTWo2GhLyGTN_0-u1lkT7/view?usp=sharing,True,10.0
FL_1773,Cultivating Madness,,,,,,,,,,,,,,,Cultivating Madness.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnQkRNU1J4M0c0Ulk/view?usp=drivesdk&resourcekey=0-MXl2s5r9KzOqQKByGvTC1w,,,,,,,,,,,,https://drive.google.com/file/d/1svPcAD2uk2Xzq8MZLG_-H8FSwh9RSZ23/view?usp=sharing,True,10.0
FL_1774,Culpeper's Herbal -The English Physician,,,,,,,,,,,,,,,Culpeper's Herbal -The English Physician.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnd3BLT3dGMjYtN1U/view?usp=drivesdk&resourcekey=0-1eNyeZ8pxePAE_xkIhHrFw,,,,,,,,,,,,https://drive.google.com/file/d/1bGSIvhYRY2_Y-KRTJTHOHdIMC_VMMfb6/view?usp=sharing,True,10.0
FL_1775,Cthulhuoid Copulations,,,,,,,,,,,,,,,Cthulhuoid Copulations.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnUkRFc1ozXy1vdWc/view?usp=drivesdk&resourcekey=0-DolndocmhsN6Kvf24pJQjA,,,,,,,,,,,,https://drive.google.com/file/d/1NYxkyovsTArLQAXAFSBNZmPI0GhhinbQ/view?usp=sharing,True,10.0
